pid,wt,t,score,hs,ioo,wg,fair,most,feelings,gender,age,religion,race,inc,pol,educ
1,0,PR2,544,49.544626593806925,0.004553734061930825,0,Unfair,luck,sad,Female,42,other,white,"$50,000-$75,000",6,Graduate/Professional Degree
0,0,PR2,554,50.45537340619308,0.004553734061930825,1,Unfair,rules,happy,Female,30,lutheran,white,"$25,000-$50,000",4,College Degree
0,0,PR1,555,49.597855227882036,0.004021447721179627,1,Fair,talent,happy,Female,30,protestant,white,"$50,000-$75,000",9,Some College
1,1,PR1,564,50.402144772117964,0.004021447721179627,0,Fair,talent,indifferent,Male,45,catholic,white,"$75,000+",4,College Degree
0,0,PR2,555,50.362976406533576,0.003629764065335772,0,Unfair,luck,angry,Male,21,other,white,"$0-$25,000",5,High School
1,0,PR2,547,49.637023593466424,0.003629764065335772,1,Fair,talent,happy,Female,40,protestant,white,"$75,000+",7,College Degree
0,0,PR1,574,49.44013781223083,0.005598621877691667,1,Fair,luck,happy,Female,29,protestant,white,"$50,000-$75,000",6,College Degree
1,1,PR1,587,50.55986218776917,0.005598621877691667,0,Fair,rules,indifferent,Female,37,other,white,"$50,000-$75,000",5,Some College
0,1,RE1,660,57.84399649430324,0.0784399649430324,1,Fair,luck,happy,Female,28,other,white,"$25,000-$50,000",1,College Degree
1,1,RE1,481,42.15600350569676,0.0784399649430324,0,Unfair,rules,angry,Female,25,none,white,"$25,000-$50,000",2,College Degree
0,0,PR1,561,48.91020052310375,0.010897994768962471,1,Fair,talent,happy,Female,39,none,white,"$50,000-$75,000",3,Some College
1,0,PR1,586,51.089799476896246,0.010897994768962471,0,Unfair,luck,sad,Male,52,none,white,"$0-$25,000",5,Some College
0,1,PR2,504,46.883720930232556,0.03116279069767447,1,Unfair,rules,happy,Male,54,none,white,"$50,000-$75,000",2,Graduate/Professional Degree
1,0,PR2,571,53.116279069767444,0.03116279069767447,0,Fair,rules,sad,Male,29,catholic,white,"$25,000-$50,000",8,College Degree
0,0,PR1,561,50.86128739800544,0.008612873980054392,1,Fair,rules,happy,Male,26,catholic,white,"$25,000-$50,000",7,College Degree
1,1,PR1,542,49.13871260199456,0.008612873980054392,0,Unfair,luck,sad,Female,30,none,asian,"$50,000-$75,000",2,College Degree
