personLabel,person_ID,genderLabel,nacionalidadLabel,occupationLabel,category,decade,birthyear,birthdate,birthdate2,birthcountry,birthplaceLabel,birthpoint,birthpoint2,lat_birth,lon_birth,deathyear,deathdate,deathplaceLabel,deathpoint,deathpoint2,lat_death,lon_death,languages,image,sitelink,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Occupation13,Occupation14,Occupation15,Occupation16,Occupation17,Occupation18,Occupation19,Occupation20,Occupation21,Occupation22,Occupation23,Occupation24
Isabel Parra,http://www.wikidata.org/entity/Q6077732,femenino,Chile,"cantante, compositor de canciones",Arte,1930,1939,1939-09-29T00:00:00Z,9/29/1939,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Parra%2C%20Isabel%20-FILSA%2020181104%20fRF06.jpg,https://es.wikipedia.org/wiki/Isabel_Parra,cantante, compositor de canciones,,,,,,,,,,,,,,,,,,,,,,
Diamela Eltit,http://www.wikidata.org/entity/Q2032745,femenino,Chile,"artista, escritor, profesor, profesor universitario",Arte,1940,1947,1947-08-24T00:00:00Z,8/24/1947,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Diamela%20Eltit%202018.jpg,https://es.wikipedia.org/wiki/Diamela_Eltit,artista, escritor, profesor, profesor universitario,,,,,,,,,,,,,,,,,,,,
Catalina Saavedra,http://www.wikidata.org/entity/Q441977,femenino,Chile,"actor de voz, actor",Arte,1960,1968,1968-01-08T00:00:00Z,1/8/1968,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Catalina%20Saavedra%202009.jpg,https://es.wikipedia.org/wiki/Catalina_Saavedra,actor de voz, actor,,,,,,,,,,,,,,,,,,,,,,
Claudia Conserva,http://www.wikidata.org/entity/Q271662,femenino,Chile,"presentador de televisión, actor, modelo",Arte,1970,1974,1974-01-12T00:00:00Z,1/12/1974,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Claudia%20Conserva.jpg,https://es.wikipedia.org/wiki/Claudia_Conserva,presentador de televisión, actor, modelo,,,,,,,,,,,,,,,,,,,,,
Fernanda Urrejola,http://www.wikidata.org/entity/Q4346796,femenino,Chile,"guionista, actor, modelo",Arte,1980,1981,1981-09-24T00:00:00Z,9/24/1981,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Fernanda%20Urrejola%20-%20Mujer%20Metralleta.jpg,https://es.wikipedia.org/wiki/Fernanda_Urrejola,guionista, actor, modelo,,,,,,,,,,,,,,,,,,,,,
Eloísa Díaz,http://www.wikidata.org/entity/Q5367262,femenino,Chile,"médico, cirujano",Ciencia y tecnología,1860,1866,1866-06-25T00:00:00Z,6/25/1866,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1950,1950-11-01T00:00:00Z,Osorno,Point(-73.15 -40.566666666),"-40.56666666, -73.15",-40.567,-73.150,13,http://commons.wikimedia.org/wiki/Special:FilePath/Doctora%20Elo%C3%ADsa%20D%C3%ADaz%20Insunza.jpg,https://es.wikipedia.org/wiki/Elo%C3%ADsa_D%C3%ADaz,médico, cirujano,,,,,,,,,,,,,,,,,,,,,,
María Isabel Allende,http://www.wikidata.org/entity/Q451359,femenino,Chile,"sociólogo, político",Política,1940,1945,1945-01-18T00:00:00Z,1/18/1945,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Senadora%20Mar%C3%ADa%20Isabel%20Allende%20Bussi.jpg,https://es.wikipedia.org/wiki/Isabel_Allende_Bussi,sociólogo, político,,,,,,,,,,,,,,,,,,,,,,
Evelyn Matthei,http://www.wikidata.org/entity/Q8846905,femenino,Chile,"político, economista",Política,1950,1953,1953-11-11T00:00:00Z,11/11/1953,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Evelyn%20Matthei.jpg,https://es.wikipedia.org/wiki/Evelyn_Matthei,político, economista,,,,,,,,,,,,,,,,,,,,,,
Irina Karamanos,http://www.wikidata.org/entity/Q110221567,femenino,Chile,científico social,Ciencia y tecnología,1980,1989,1989-10-29T00:00:00Z,10/29/1989,http://www.wikidata.org/entity/Q298,Las Condes,Point(-70.583333333 -33.416666666),"-33.41666666, -70.583333333",-33.417,-70.583,,,,,,,,13,http://commons.wikimedia.org/wiki/Special:FilePath/Irina%20Karamanos%20retrato%20oficial.jpg,https://es.wikipedia.org/wiki/Irina_Karamanos,científico social,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Hammersley,http://www.wikidata.org/entity/Q7357164,masculino,Chile,atleta,Deporte,1880,1889,1889-06-10T00:00:00Z,6/10/1889,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,6,http://commons.wikimedia.org/wiki/Special:FilePath/Rodolfo%20Hammersley.jpg,https://es.wikipedia.org/wiki/Rodolfo_Hammersley,atleta,,,,,,,,,,,,,,,,,,,,,,,
Aurélia de Sousa,http://www.wikidata.org/entity/Q3324919,femenino,Portugal,pintor,Arte,1860,1866,1866-06-13T00:00:00Z,6/13/1866,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1922,1922-05-26T00:00:00Z,Oporto,Point(-8.610777777 41.149472222),"41.14947222, -8.610777777",41.149,-8.611,12,http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20%28Aurelia%20de%20Sousa%29.jpg,https://es.wikipedia.org/wiki/Aur%C3%A9lia_de_Sousa,pintor,,,,,,,,,,,,,,,,,,,,,,,
Roser Bru,http://www.wikidata.org/entity/Q16297945,femenino,España,"grabador, artista visual, pintor",Arte,1920,1923,1923-02-15T00:00:00Z,2/15/1923,http://www.wikidata.org/entity/Q29,Barcelona,Point(2.176944444 41.3825),"41.382, 2.176944444",41.382,2.177,2021,2021-05-26T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,12,http://commons.wikimedia.org/wiki/Special:FilePath/Roser%20Bru.jpg,https://es.wikipedia.org/wiki/Roser_Bru,grabador, artista visual, pintor,,,,,,,,,,,,,,,,,,,,,
Joan Jara,http://www.wikidata.org/entity/Q5931434,femenino,Chile,bailarín,Arte,1920,1927,1927-07-20T00:00:00Z,7/20/1927,http://www.wikidata.org/entity/Q145,Londres,Point(-0.1275 51.507222222),"51.50722222, -0.1275",51.507,-0.128,2023,2023-11-12T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,12,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Jara.jpg,https://es.wikipedia.org/wiki/Joan_Jara,bailarín,,,,,,,,,,,,,,,,,,,,,,,
Cecilia Vicuña,http://www.wikidata.org/entity/Q16117062,femenino,Chile,"director de cine, profesor, pintor, artista escénico, poeta",Arte,1940,1948,1948-07-22T00:00:00Z,7/22/1948,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Cecilia-vicuna.jpg,https://es.wikipedia.org/wiki/Cecilia_Vicu%C3%B1a,director de cine, profesor, pintor, artista escénico, poeta,,,,,,,,,,,,,,,,,,,
Claudia Di Girolamo,http://www.wikidata.org/entity/Q5129289,femenino,Chile,"director de teatro, dramaturgo, actor",Arte,1950,1956,1956-12-30T00:00:00Z,12/30/1956,http://www.wikidata.org/entity/Q298,Vitacura,Point(-70.6 -33.4),"-33, -70.6",-33.000,-70.600,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Di%20Girolamo%20en%202009.jpg,https://es.wikipedia.org/wiki/Claudia_di_Girolamo,director de teatro, dramaturgo, actor,,,,,,,,,,,,,,,,,,,,,
Claudia Acuña,http://www.wikidata.org/entity/Q274073,femenino,Chile,"cantante, músico de jazz",Arte,1970,1971,1971-07-31T00:00:00Z,7/31/1971,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Claudia%20Acu%C3%B1a.jpg,https://es.wikipedia.org/wiki/Claudia_Acu%C3%B1a,cantante, músico de jazz,,,,,,,,,,,,,,,,,,,,,,
Tonka Tomicic,http://www.wikidata.org/entity/Q453180,femenino,Chile,"belleza, presentador de televisión, participante en concursos de belleza, actor, modelo",Arte,1970,1976,1976-05-31T00:00:00Z,5/31/1976,http://www.wikidata.org/entity/Q298,Antofagasta,Point(-70.398055555 -23.646388888),"-23.64638888, -70.398055555",-23.646,-70.398,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Copihue%20de%20Oro%202018%20-%20Tonka%20Tomicic%20-%2003.jpg,https://es.wikipedia.org/wiki/Tonka_Tomicic,belleza, presentador de televisión, participante en concursos de belleza, actor, modelo,,,,,,,,,,,,,,,,,,,
Camila Moreno,http://www.wikidata.org/entity/Q511646,femenino,Chile,"cantante, cantautor, compositor",Arte,1980,1985,1985-07-08T00:00:00Z,7/8/1985,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Camila%20Moreno%202012.jpg,https://es.wikipedia.org/wiki/Camila_Moreno,cantante, cantautor, compositor,,,,,,,,,,,,,,,,,,,,,
Gloria Montenegro,http://www.wikidata.org/entity/Q20963315,femenino,Chile,"biólogo, botánico, profesor universitario",Ciencia y tecnología,1940,1941,1941-07-16T00:00:00Z,7/16/1941,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Premio%20For%20Women%20in%20Science%20Chile%20%2830191638442%29.jpg,https://es.wikipedia.org/wiki/Gloria_Montenegro_Rizzardini,biólogo, botánico, profesor universitario,,,,,,,,,,,,,,,,,,,,,
Arturo Acuña,http://www.wikidata.org/entity/Q9160832,masculino,Chile,futbolista,Deporte,1880,1881,1881-02-26T00:00:00Z,2/26/1881,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1945,1945-09-17T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,4,http://commons.wikimedia.org/wiki/Special:FilePath/Arturo%20Acu%C3%B1a%2C%20Sucesos%2C%201911-06-01%20%28456%29.jpg,https://es.wikipedia.org/wiki/Arturo_Acu%C3%B1a,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hormazábal,http://www.wikidata.org/entity/Q123688090,masculino,Chile,futbolista,Deporte,1880,1884,1884-08-04T00:00:00Z,8/4/1884,http://www.wikidata.org/entity/Q298,Chillán Viejo,Point(-72.1317 -36.6229),"-36.622, -72.1317",-36.622,-72.132,1947,1947-06-09T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,3,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Hormaz%C3%A1bal%2C%20Zig-Zag%2C%201909-05-08%20%28220%29.jpg,https://es.wikipedia.org/wiki/Carlos_Hormaz%C3%A1bal,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Próspero González,http://www.wikidata.org/entity/Q6089577,masculino,Chile,futbolista,Deporte,1880,1884,1884-01-01T00:00:00Z,1/1/1884,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1936,1936-10-31T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,3,http://commons.wikimedia.org/wiki/Special:FilePath/Pr%C3%B3spero%20Gonz%C3%A1lez%2C%20Estadio%2C%201945-01-12%20%2887%29.jpg,https://es.wikipedia.org/wiki/Pr%C3%B3spero_Gonz%C3%A1lez,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Mónica Jiménez,http://www.wikidata.org/entity/Q3333957,femenino,Chile,"diplomático, político, asistente social",Política,1940,1940,1940-12-25T00:00:00Z,12/25/1940,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2020,2020-08-25T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,12,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%B3nica%20Jim%C3%A9nez%20%284112851898%29%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/M%C3%B3nica_Jim%C3%A9nez,diplomático, político, asistente social,,,,,,,,,,,,,,,,,,,,,
Soledad Alvear,http://www.wikidata.org/entity/Q434756,femenino,Chile,"diplomático, político, abogado",Política,1950,1950,1950-09-17T00:00:00Z,9/17/1950,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,12,http://commons.wikimedia.org/wiki/Special:FilePath/Soledad%20Alvear%20in%20the%202005%20Concertaci%C3%B3n%20primary%20debate.jpg,https://es.wikipedia.org/wiki/Soledad_Alvear,diplomático, político, abogado,,,,,,,,,,,,,,,,,,,,,
Rosita Serrano,http://www.wikidata.org/entity/Q274067,femenino,Chile,"cantante, actor",Arte,1910,1912,1912-06-10T00:00:00Z,6/10/1912,http://www.wikidata.org/entity/Q298,Quilpué,Point(-71.4415 -33.0498),"-33.049, -71.4415",-33.049,-71.442,1997,1997-04-06T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,11,http://commons.wikimedia.org/wiki/Special:FilePath/Rosita%20Serrano%20%281941%29.jpg,https://es.wikipedia.org/wiki/Rosita_Serrano,cantante, actor,,,,,,,,,,,,,,,,,,,,,,
Mercedes Valdivieso,http://www.wikidata.org/entity/Q21556,femenino,Chile,"escritor, activista por los derechos de las mujeres",Arte,1920,1924,1924-03-01T00:00:00Z,3/1/1924,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1993,1993-08-03T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,11,http://commons.wikimedia.org/wiki/Special:FilePath/Mercedes%20Valdivieso.jpg,https://es.wikipedia.org/wiki/Mercedes_Valdivieso,escritor, activista por los derechos de las mujeres,,,,,,,,,,,,,,,,,,,,,,
Marcela Serrano,http://www.wikidata.org/entity/Q2707927,femenino,Chile,"artista plástico, escritor",Arte,1950,1951,1951-01-01T00:00:00Z,1/1/1951,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,11,,https://es.wikipedia.org/wiki/Marcela_Serrano,artista plástico, escritor,,,,,,,,,,,,,,,,,,,,,,
Paulina Gálvez,http://www.wikidata.org/entity/Q3372693,femenino,Chile,actor,Arte,1960,1969,1969-09-14T00:00:00Z,9/14/1969,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,11,,https://es.wikipedia.org/wiki/Paulina_G%C3%A1lvez_(actriz),actor,,,,,,,,,,,,,,,,,,,,,,,
Mariana Derderián,http://www.wikidata.org/entity/Q2736222,femenino,Chile,actor,Arte,1980,1980,1980-01-15T00:00:00Z,1/15/1980,http://www.wikidata.org/entity/Q717,Caracas,Point(-66.933333333 10.5),"10, -66.933333333",10.000,-66.933,,,,,,,,11,http://commons.wikimedia.org/wiki/Special:FilePath/Mariana%20Derderian.jpg,https://es.wikipedia.org/wiki/Mariana_Derderi%C3%A1n,actor,,,,,,,,,,,,,,,,,,,,,,,
Ximena Abarca,http://www.wikidata.org/entity/Q430919,femenino,Chile,"cantante, actor",Arte,1980,1981,1981-09-24T00:00:00Z,9/24/1981,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,11,,https://es.wikipedia.org/wiki/Ximena_Abarca,cantante, actor,,,,,,,,,,,,,,,,,,,,,,
Manuela Martelli,http://www.wikidata.org/entity/Q438396,femenino,Chile,"guionista de cine, guionista, director de cine, actor de cine",Arte,1980,1983,1983-04-16T00:00:00Z,4/16/1983,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,11,http://commons.wikimedia.org/wiki/Special:FilePath/Martelli%20%284790755070%29%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Manuela_Martelli,guionista de cine, guionista, director de cine, actor de cine,,,,,,,,,,,,,,,,,,,,
Francisca Valenzuela,http://www.wikidata.org/entity/Q4383494,femenino,Estados Unidos,"pianista, compositor de canciones, compositor, actor de cine, guitarrista, poeta, cantante, escritor, cantautor",Arte,1980,1987,1987-03-17T00:00:00Z,3/17/1987,http://www.wikidata.org/entity/Q30,San Francisco,Point(-122.416388888 37.7775),"37.777, -122.416388888",37.777,-122.416,,,,,,,,11,http://commons.wikimedia.org/wiki/Special:FilePath/Francisca%20Valenzuela.jpg,https://es.wikipedia.org/wiki/Francisca_Valenzuela,pianista, compositor de canciones, compositor, actor de cine, guitarrista, poeta, cantante, escritor, cantautor,,,,,,,,,,,,,,,
Ernestina Pérez Barahona,http://www.wikidata.org/entity/Q8777339,femenino,Chile,médico,Ciencia y tecnología,1860,1865,1865-08-08T00:00:00Z,8/8/1865,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1951,1951-01-01T00:00:00Z,,,,,,11,http://commons.wikimedia.org/wiki/Special:FilePath/Ernestina%20P%C3%A9rez%20Barahona.jpg,https://es.wikipedia.org/wiki/Ernestina_P%C3%A9rez,médico,,,,,,,,,,,,,,,,,,,,,,,
Olga Ulianova,http://www.wikidata.org/entity/Q18417504,femenino,Rusia,"historiador, investigador, profesor universitario",Ciencia y tecnología,1960,1963,1963-02-23T00:00:00Z,2/23/1963,http://www.wikidata.org/entity/Q159,Moscú,Point(37.617777777 55.755833333),"55.75583333, 37.617777777",55.756,37.618,2016,2016-12-29T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,11,,https://es.wikipedia.org/wiki/Olga_Ulianova,historiador, investigador, profesor universitario,,,,,,,,,,,,,,,,,,,,,
Karol Cariola,http://www.wikidata.org/entity/Q510917,femenino,Chile,"político, matrona",Política,1980,1987,1987-04-01T00:00:00Z,4/1/1987,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,11,http://commons.wikimedia.org/wiki/Special:FilePath/Karol%20A%C3%ADda%20Cariola%20Oliva%20%282018%29.jpg,https://es.wikipedia.org/wiki/Karol_Cariola,político, matrona,,,,,,,,,,,,,,,,,,,,,,
Beatriz Sánchez,http://www.wikidata.org/entity/Q30348857,femenino,Chile,"presentador de noticias, político, periodista",Comunicaciones,1970,1970,1970-12-24T00:00:00Z,12/24/1970,http://www.wikidata.org/entity/Q298,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,,,,,,,,11,http://commons.wikimedia.org/wiki/Special:FilePath/Beatriz%20S%C3%A1nchez%20%2827784829811%29%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Beatriz_S%C3%A1nchez,presentador de noticias, político, periodista,,,,,,,,,,,,,,,,,,,,,
Juan Bautista Lapiedra,http://www.wikidata.org/entity/Q23701747,masculino,Chile,futbolista,Deporte,1880,1886,1886-09-19T00:00:00Z,9/19/1886,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2000,2000-01-01T00:00:00Z,,,,,,2,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Bautista%20Lapiedra%2C%20Los%20Sports%2C%201924-02-01%20%2847%29.jpg,https://es.wikipedia.org/wiki/Juan_Bautista_Lapiedra,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Ulises Poirier,http://www.wikidata.org/entity/Q766284,masculino,Chile,futbolista,Deporte,1890,1897,1897-02-02T00:00:00Z,2/2/1897,http://www.wikidata.org/entity/Q298,Quillota,Point(-71.2474 -32.8799),"-32.879, -71.2474",-32.879,-71.247,1977,1977-03-09T00:00:00Z,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,19,http://commons.wikimedia.org/wiki/Special:FilePath/Ulises%20Poirier%2C%20Estadio%2C%201948-05-22%20%28262%29.jpg,https://es.wikipedia.org/wiki/Ulises_Poirier,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Ramón Unzaga,http://www.wikidata.org/entity/Q4475983,masculino,España,"contador, bombero, futbolista",Deporte,1890,1892,1892-07-18T00:00:00Z,7/18/1892,http://www.wikidata.org/entity/Q29,Bilbao,Point(-2.953333333 43.262222222),"43.26222222, -2.953333333",43.262,-2.953,1923,1923-08-31T00:00:00Z,Cabrero,Point(-72.4 -37.033333333),"-37.03333333, -72.4",-37.033,-72.400,12,http://commons.wikimedia.org/wiki/Special:FilePath/Ram%C3%B3n%20Unzaga%20Asla%20-%20With%20medals.jpg,https://es.wikipedia.org/wiki/Ram%C3%B3n_Unzaga,contador, bombero, futbolista,,,,,,,,,,,,,,,,,,,,,
José Rosetti,http://www.wikidata.org/entity/Q3771357,masculino,Italia,futbolista,Deporte,1890,1899,1899-03-17T00:00:00Z,3/17/1899,http://www.wikidata.org/entity/Q38,La Spezia,Point(9.828880555 44.108044444),"44.10804444, 9.828880555",44.108,9.829,1965,1965-06-12T00:00:00Z,La Spezia,Point(9.828880555 44.108044444),"44.10804444, 9.828880555",44.108,9.829,8,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Rosetti%2C%20Los%20Sports%2C%201927-01-07%20%28200%29.jpg,https://es.wikipedia.org/wiki/Jos%C3%A9_Rosetti,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Aurelio Domínguez,http://www.wikidata.org/entity/Q5711968,masculino,Chile,futbolista,Deporte,1890,1896,1896-05-31T00:00:00Z,5/31/1896,http://www.wikidata.org/entity/Q298,Chillán,Point(-72.1033 -36.6067),"-36.606, -72.1033",-36.606,-72.103,1971,1971-07-12T00:00:00Z,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,7,http://commons.wikimedia.org/wiki/Special:FilePath/Aurelio%20Dom%C3%ADnguez%2C%20Los%20Sports%2C%201923-08-03%20%2821%29.jpg,https://es.wikipedia.org/wiki/Aurelio_Dom%C3%ADnguez,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Juan Legarreta,http://www.wikidata.org/entity/Q5950659,masculino,España,futbolista,Deporte,1890,1897,1897-09-17T00:00:00Z,9/17/1897,http://www.wikidata.org/entity/Q29,Irún,Point(-1.788806 43.337806),"43.3378, -1.788806",43.338,-1.789,1978,1978-11-22T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,7,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Legarreta%2C%20Los%20Sports%2C%201924-06-27%20%2868%29.jpg,https://es.wikipedia.org/wiki/Juan_Legarreta,futbolista,,,,,,,,,,,,,,,,,,,,,,,
Máximo Garay,http://www.wikidata.org/entity/Q6035638,masculino,Chile,"futbolista, entrenador",Deporte,1890,1898,1898-06-10T00:00:00Z,6/10/1898,http://www.wikidata.org/entity/Q28,Hungría,Point(19.0 47.0),"47, 19",47.000,19.000,1960,1960-08-08T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,7,,https://es.wikipedia.org/wiki/M%C3%A1ximo_Garay,futbolista, entrenador,,,,,,,,,,,,,,,,,,,,,,
